PubMed_IDs_TP,PMC_IDs_TP
"37004200, 35265631, 33729814, 32888430, 31586011, 38203712, 38194476, 38172977, 38112525, 38106420, 38016379, 37979767, 37949638, 37901448, 37842912, 37814601, 37807005, 37749885, 37749611, 37704122, 37701792, 37697409, 37678185, 37655448, 37608768, 37004200, 29173529, 11840588, 38259389, 38255916, 38226896, 38203747, 38203712, 38178260, 38168274, 38163708, 38154276, 38151490, 38145785, 38141180, 38124090, 38123972, 38110547, 38103028, 38102104, 38098663, 38096956, 38065263","10795779, 10758498, 10742859, 10721521, 10719138, 10711275, 10704666, 10701738, 10697212, 10800827, 10781727, 10771398, 10764195, 10758477, 10753383, 10753358, 10731169, 10710744, 10706401, 10683179, 10800300, 10800207, 10797776, 10796567, 10795779, 10794624, 10794557, 10794555, 10794526, 10793679, 10790515, 10790211, 10785269, 10785090, 10785015, 10782214, 10781531, 10780906, 10779093, 10778919, 10797776, 10795779, 10779203, 10779093, 10756522, 10716308, 10711275, 10800827, 10800223, 10753358, 10723426, 10683179, 10680479, 10671191, 10664460, 10647649, 10597796, 10588795, 10588653, 10556505, 10795779, 10756490, 10721521, 10716308, 10711275, 10697212, 10800827, 10764195, 10751508, 10710744, 10683179, 10671191, 10620127, 10616093, 10615769, 10595025, 10588795, 10588653, 10585655, 10582729, 10800578, 10800300, 10800207, 10800157, 10798911, 10798865, 10798365, 10797776, 10797657, 10796567, 10796354, 10795779, 10795475, 10794624, 10794557, 10794526, 10793686, 10793679, 10792149, 10791026"
"38165179, 37882604, 37873878, 37678185, 37664927, 37512838, 37451743, 37314676, 37072468, 36881831, 36771261, 36748696, 36680214, 36644130, 36323778, 36275026, 36202507, 36183751, 36129082, 35951774, 38053528, 37955225, 37655448, 37328529, 37314676, 37250025, 37117227, 36927871, 36766216, 36695274, 36644130, 36275026, 36239621, 35688918, 35679312, 35428806, 35292670, 35023946, 33947304, 33804464, 38259389, 38258906, 38258020, 38257863, 38255916, 38255150, 38248835, 38247868, 38246590, 38244236, 38241751, 38238335, 38233198, 38227799, 38226896, 38225565, 38219386, 38203843, 38203747, 38203712, 37664927, 37467722, 36748696, 36644130, 36275026, 35951774, 35764214, 35736002, 35560044, 35021085, 34896151, 34831464, 34685638, 34681921, 34646501, 34641302, 34600098, 34578267, 34445403, 34398875, 29890970, 29382867, 38255150, 38175472, 38117272, 38095449, 38016379, 37907139, 37655448, 37476672, 37441137, 37273799, 37118698, 36993463, 36927871, 36768570, 36572070, 36427010, 36415023, 36270678, 36112501, 36034889, 29140405","10800310, 10800300, 10800207, 10800157, 10799925, 10798911, 10798365, 10796650, 10796567, 10795779, 10795475, 10794845, 10794624, 10794557, 10794555, 10794235, 10793686, 10793679, 10792149, 10791026, 10801111, 10800578, 10800300, 10800207, 10798365, 10797776, 10793679, 10791026, 10786686, 10780434, 10774140, 10773886, 10773633, 10770587, 10770264, 10770260, 10770169, 10770074, 10766776, 10763846, 10801516, 10801111, 10800578, 10800310, 10800300, 10800207, 10800157, 10800091, 10799925, 10798911, 10798865, 10798862, 10798365, 10797776, 10797657, 10797652, 10796980, 10796730, 10796650, 10796567, 10796631, 10794557, 10778654, 10778076, 10773886, 10773633, 10770587, 10769428, 10763643, 10761154, 10749022, 10746178, 10746067, 10739899, 10739080, 10716368, 10696203, 10801943, 10794348, 10794141, 10770139, 10671673, 10635831, 10394256, 10325862, 10321227, 10669980, 10269723, 10599069, 10592896, 10562400, 10540074, 10438805, 10432396, 10385335, 10385183, 10235906, 10230107, 10158936, 10137629, 10801111, 10800578, 10800157, 10798365, 10794557, 10793679, 10786629, 10780757, 10780634, 10779203, 10778654, 10778104, 10778076, 10774544, 10773886, 10772641, 10770264, 10766776, 10766654, 10763643, 10795475, 10794557, 10790632, 10773633, 10773624, 10701337, 10690112, 10783612, 10731797, 10731731, 10687130, 10603957, 10568094, 10531571, 10470506, 10452684, 10425965, 10394256, 10357173, 10674164"
"38255320, 38181823, 38073022, 38052229, 37963876, 37898344, 37881499, 37874904, 37865178, 37818653, 37793274, 37752225, 37749611, 37672855, 37586618, 37580334, 37571230, 37549964, 37536274, 37436917, 38164789, 38107848, 37963876, 37865178, 37818653, 37812892, 37793274, 37749611, 37672855, 37662255, 37571230, 37536274, 37145326, 36941715, 36807140, 36769019, 36562544, 36562391, 36479125, 36331009, 38226896, 38219386, 38203747, 38194476, 38172977, 38164789, 38113690, 37979767, 37968625, 37891965, 37891901, 37875182, 37868345, 37843108, 37836386, 37798913, 37762155, 37720571, 37649894, 37580334, 38258906, 38248835, 38238335, 38227799, 38177086, 38151490, 38130639, 38128748, 38124090, 38070244, 38069446, 38065263, 38052229, 38041519, 38038385, 38033588, 38004116, 37993058, 37983927, 37982439, 38156400, 38003220, 37901813, 37859409, 37773196, 37674497, 37639428, 37580108, 37523538, 37415465, 37216598, 37175985, 37111471, 37105078, 37087392, 37051434, 37033950, 36972763, 36933563, 36926666","10801111, 10800578, 10800300, 10800207, 10800091, 10799834, 10798865, 10797776, 10796730, 10796631, 10796567, 10796354, 10795779, 10795475, 10794845, 10794624, 10794557, 10794555, 10791026, 10790211, 10800207, 10799834, 10795475, 10794624, 10794557, 10794555, 10785269, 10785015, 10779093, 10778654, 10778593, 10778579, 10771111, 10766654, 10766425, 10766350, 10763846, 10759424, 10758498, 10758001, 10801516, 10800310, 10800091, 10799834, 10797652, 10796730, 10796567, 10794815, 10794557, 10794555, 10794526, 10791998, 10785269, 10785090, 10785015, 10781531, 10780906, 10780634, 10780092, 10778919, 10801516, 10801111, 10800578, 10800310, 10800207, 10800196, 10800157, 10800091, 10799834, 10798911, 10798865, 10798862, 10798365, 10797776, 10797657, 10797652, 10796980, 10796730, 10796650, 10796567, 10800157, 10800091, 10797776, 10796730, 10796354, 10795475, 10794845, 10794555, 10791998, 10785015, 10780906, 10779093, 10778593, 10777040, 10776137, 10774544, 10772689, 10771839, 10770260, 10769809"
"38151490, 38099679, 38091316, 37385587, 37248173, 37069665, 36945445, 36758520, 36574662, 36542676, 36499169, 36462957, 36378498, 36232464, 36104776, 36055158, 35999575, 35864089, 35764214, 35649416, 32941525, 32082072, 25514560, 24055279, 24025994, 38163085, 36758520, 36280324, 36037202, 34183837, 34152311, 33686787, 32673694, 32004754, 31056700, 30109253, 27196580, 26125937, 38258906, 38124090, 38038385, 38033588, 38004116, 37971273, 37949638, 37898344, 37891965, 37865178, 37817517, 37815870, 37791426, 37768050, 37765299, 37734910, 37720571, 37594285, 37588005, 37586618, 37190315, 35951774, 34287962, 34199466, 33944776, 33799418, 33191778, 33054632, 32660414, 32265042, 32213619, 31844119, 29970500, 29509913, 29377607, 28617757, 27245408, 26296733, 26215325, 26185088","10800207, 10799925, 10799834, 10794557, 10793686, 10791998, 10791026, 10790211, 10786629, 10778654, 10769428, 10760143, 10758498, 10758001, 10755968, 10755504, 10749762, 10745176, 10744055, 10741066, 10800207, 10795779, 10794815, 10790211, 10778902, 10778579, 10770137, 10766654, 10757213, 10745176, 10745069, 10744089, 10741936, 10740837, 10726105, 10723344, 10706695, 10700720, 10688821, 10800223, 10799925, 10795779, 10794557, 10790211, 10773633, 10771839, 10770264, 10761154, 10760143, 10744055, 10714804, 10704666, 10692378, 10800223, 10793094, 10791167, 10787791, 10781727, 10778672, 10773664, 10801516, 10800310, 10800207, 10798365, 10797776, 10795779, 10795475, 10794845, 10794815, 10793686, 10790515, 10790211, 10785269, 10780434, 10779093, 10778919, 10772689, 10772641, 10770169, 10770137, 10801516, 10800310, 10800207, 10799834, 10797776, 10794845, 10794815, 10794557, 10794235, 10791998, 10790632, 10790211, 10785688, 10785269, 10785015, 10780634, 10780463, 10779093, 10778640, 10773886"
"37917397, 37873782, 37682136, 37662864, 37463350, 37274071, 36873123, 36742170, 36569142, 36515237, 36325141, 36169397, 36105857, 35951774, 35604898, 35504642, 35339671, 35331316, 35234697, 35198786, 38181823, 37586618, 36941715, 36854061, 36009449, 35909691, 35508284, 35426367, 35163788, 35085377, 35056521, 34999930, 34545370, 34419617, 34289794, 34275090, 32867979, 32826341, 32598439, 32322878, 36574662, 32826341, 28782508, 37917397, 37868553, 37662864, 34662086, 37447285, 37270444, 37208802, 37070427, 36742170, 36654766, 36569142, 36291869, 36280319, 35951774, 35339671, 35331316, 35239094, 35234697, 35198786, 34869061, 38178260, 38109123, 37849974, 37849749, 37842912, 37812892, 37680747, 37659505, 37655448, 37606431, 37598207, 37580108, 37337895, 37337514, 37265220, 37191284, 37189634, 37153283, 37087392, 37085966, 38257172, 38248835, 38247868, 38233198, 38231408, 38190238, 38178260, 38172977, 38163708, 38162251, 38156400, 38145046, 38137947, 38130639, 38112525, 38110547, 38106420, 38091316, 38065263, 38064817","10800207, 10797776, 10796567, 10791926, 10790738, 10779093, 10773886, 10770169, 10767459, 10766654, 10761154, 10761021, 10760167, 10760143, 10758498, 10753134, 10747741, 10745617, 10744591, 10734470, 10800207, 10800091, 10799834, 10798865, 10796567, 10795779, 10795475, 10794845, 10794624, 10794555, 10779093, 10778579, 10772689, 10771839, 10771111, 10770137, 10769809, 10768394, 10766425, 10766350, 10798865, 10795475, 10794624, 10769809, 10766425, 10766395, 10766350, 10744591, 10744055, 10725888, 10719430, 10719222, 10697736, 10688819, 10797971, 10791971, 10781727, 10780736, 10776250, 10754533, 10801516, 10800207, 10797776, 10797652, 10796567, 10795779, 10792788, 10791926, 10790738, 10781698, 10780214, 10780022, 10779093, 10779047, 10778593, 10777755, 10777515, 10777093, 10777040, 10774544, 10801516, 10801111, 10800310, 10800300, 10800207, 10800196, 10800089, 10798865, 10798365, 10797776, 10797657, 10797652, 10796650, 10796567, 10795779, 10795475, 10794557, 10794555, 10793679, 10791998, 10801516, 10801111, 10800578, 10800300, 10800207, 10800196, 10800157, 10800091, 10800089, 10799925, 10799834, 10798911, 10798865, 10797776, 10797652, 10796980, 10796730, 10796650, 10796631, 10796567"
"34684400, 22172880, 37906308, 37304260, 37033950, 36742170, 36323778, 34891113, 34684400, 34625710, 34605504, 34287962, 33802883, 33576711, 32918343, 32730708, 32594729, 32326669, 31467881, 31352539, 30024891, 29754190, 37849749, 37760858, 37571863, 37198018, 37120662, 37111022, 36910207, 36694359, 36598745, 36307899, 36129082, 35976997, 35891273, 35878372, 35865529, 35693832, 35287144, 35180972, 35085377, 35029687, 38189580, 38016379, 37998910, 37968625, 37932270, 37917397, 37901813, 37897434, 37874904, 37793274, 37736865, 37586320, 37513030, 37451743, 37436905, 37366241, 37340735, 37071621, 37062174, 37055591, 38258020, 38196386, 38194476, 38181823, 38172977, 38165179, 38164789, 38158691, 38154276, 38151490, 38140314, 38124090, 38113690, 38112525, 38110547, 38109123, 38091316, 38078655, 38070244, 38069446","10716368, 10506438, 10377354, 10575898, 10569623, 10311216, 9962967, 9840662, 9608452, 9441222, 9404854, 9358401, 9112195, 9068506, 9047473, 9157047, 9434591, 8917374, 8623030, 8799530, 10795475, 10794624, 10794557, 10794555, 10794526, 10791998, 10789030, 10782298, 10780463, 10779203, 10779093, 10771839, 10767459, 10766654, 10766395, 10763409, 10763188, 10758498, 10746484, 10746067, 10800300, 10800207, 10797652, 10796730, 10794235, 10785090, 10780757, 10778654, 10778593, 10777093, 10772641, 10766350, 10763409, 10760143, 10759599, 10758920, 10758062, 10758001, 10756244, 10754931, 10801111, 10800310, 10800207, 10800089, 10798865, 10797776, 10796567, 10795475, 10794624, 10794557, 10794235, 10793686, 10793679, 10791026, 10790632, 10786686, 10785269, 10783791, 10780434, 10779203, 10801111, 10800207, 10800089, 10798911, 10797776, 10797657, 10797652, 10796980, 10796631, 10796567, 10795779, 10795475, 10794815, 10794624, 10794557, 10794555, 10794526, 10794235, 10793679, 10792149"
"38226896, 38168138, 38165179, 38124090, 38078655, 38075846, 38059748, 37876938, 37868553, 37865178, 37849728, 37842919, 37842912, 37822139, 37819377, 37795305, 37749885, 37734419, 37655448, 37652008, 38172977, 38073022, 37955225, 37917397, 37873782, 37732778, 37682136, 37662864, 37523213, 37507636, 37463350, 37274071, 37197438, 36873123, 36747766, 36742170, 36678135, 36569142, 36515237, 36325141","10512930, 10323731, 10323724, 10473498, 10323733, 10323725, 10300527, 10114295, 9957856, 9906427, 9856377, 9438971, 9413235, 9362525, 9207452, 9164269, 9159811, 9063679, 8829040, 9092613, 10798370, 10796567, 10793199, 10786962, 10778579, 10771839, 10766350, 10764504, 10762193, 10758062, 10758054, 10755934, 10755488, 10754486, 10752988, 10752865, 10748866, 10733102, 10731404, 10723814, 10790651, 10743913, 10730201, 10799564, 10795212, 10714462, 10701590, 10655390, 10611978, 10603140, 10563500, 10559824, 10503059, 7615092, 10488663, 10447390, 10418816, 10416585, 10410059, 10409725, 10800824, 10800820, 10800556, 10800207, 10800065, 10799947, 10799935, 10799834, 10799748, 10799515, 10799387, 10798399, 10797874, 10797788, 10797449, 10796970, 10796635, 10796354, 10795830, 10795779"
"38258020, 38244236, 38227799, 38219386, 38203747, 38203712, 38178260, 38177086, 38172977, 38168274, 38165179, 38163708, 38151490, 38145852, 38145785, 38140362, 38138026, 38133321, 38130639, 38128748","10746221, 10580926, 10491631, 10136315, 10118389, 10076033, 9797572, 9778933, 9547521, 9196899, 9145820, 8346279, 8498795, 7885116, 8023132, 8027832, 7553319, 7852692, 7511551, 7532286"
"38137947, 38107848, 38044504, 38018424, 37916431, 37859409, 37849974, 37629560, 37586320, 37565604, 37481231, 37454061, 36992690, 36972763, 36943800, 36730289, 36685588, 36675038, 36634565, 36566845","10688821, 10238466, 7615213, 10503619, 10320488, 10300527, 10064692, 9813540, 9585390, 9429973, 8965239, 8968856, 8624133, 8060806, 7985058, 7456324, 6876493, 7807382, 8454845, 6778823, 10778654, 10761161, 10753978, 10726799, 10774753, 10758836, 10734525, 10708550, 10689930, 10585655, 10579591, 10570070, 10555941, 10538137, 10525268, 10493557, 10471611, 10449545, 10433986, 10407793, 7456324, 8454845"
"38258906, 38255150, 38219386, 38203747, 38203712, 38194476, 38191834, 38181823, 38172977, 38168274, 38165179, 38164789, 38154276, 38124090, 38112525, 38098663, 38096941, 38073022, 38068850, 38068838","10799433, 10798557, 10796827, 10792489, 10792175, 10790450, 10789753, 10783989, 10781484, 10780346, 10779188, 10778542, 10778328, 10777654, 10775503, 10774477, 10773187, 10772529, 10768089, 10764939, 10799433, 10798557, 10792175, 10790450, 10789753, 10783989, 10779188, 10778542, 10778328, 10777654, 10775503, 10757718, 10750280, 10751324, 10744434, 10744281, 10741419, 10741126, 10735072, 10731464, 10799433, 10744281, 10725898, 10694669, 10693315, 10689978, 10798698, 10792844, 10786725, 10778204, 10726352, 10713975, 10685377, 10673422, 10660696, 10634346, 10618328, 10582727, 10571954, 10547939"
"38241751, 38181823, 38177086, 38175472, 38145785, 38133321, 38130639, 38107848, 38098663, 38094217, 38078655, 38076401, 38064817, 38059748, 38038385, 38034829, 37955225, 37951044, 37946238, 37909786, 38068850, 37778980, 37599322, 37280117, 37216124, 37071621, 37061125, 36877446, 36838425, 36779280, 36681226, 36615467, 36558391, 36403100, 36326134, 36219101, 36198385, 36162004, 36051332, 36047269, 38203747, 38158691, 38050911, 38038385, 38019873, 38004116, 37885171, 37882738, 37873878, 37865178, 37836692, 37817517, 37798913, 37793274, 37788400, 37778980, 37720571, 37708849, 37660064, 37652008, 38177086, 38158691, 38147604, 38133321, 38124090, 38078655, 38059748, 38038385, 38024237, 38005855, 38004116, 37971273, 37969979, 37940667, 37891621, 37817517, 37778980, 37771255, 37739064, 37710309","10783571, 10732077, 10746214, 10591786, 10413360, 10349072, 10628234, 10418220, 10312659, 10205766, 10134806, 9986823, 9931718, 10179064, 10153396, 10011836, 10002621, 9860323, 9837304, 9831965, 10720952, 10532202, 10440598, 10413360, 10643148, 10628234, 10419152, 10327497, 10205766, 9994480, 9986823, 9931718, 9920184, 10153396, 10115812, 10050140, 9831965, 9779031, 9730714, 9345896, 8668991, 9558369"
"38259389, 38258906, 38258020, 38255916, 38255150, 38247868, 38246590, 38241751, 38238335, 38233198, 38227799, 38226896, 38225565, 38219386, 38203843, 38203747, 38203712, 38196386, 38194476, 38191834, 38235169, 38225439, 38117343, 20301446, 38043102, 38041679, 37831662, 20301790, 23967498, 37721284, 37691042, 37566027, 37562882, 37561984, 37490682, 37377467, 37357981, 37349194, 37333802, 37238449","10727689, 10800827, 10788624, 10637580, 10608701, 10568425, 10543347, 10529275, 10449859, 10670698, 10268394, 10209346, 10535711, 10524498, 10475794, 10377396, 10333930, 10287023, 10220275, 10200234"
"38203748, 38187473, 38151490, 38142411, 38134011, 38070244, 38065263, 38002302, 37942755, 37918911, 37895106, 37882738, 37881499, 37867623, 37863560, 37849242, 37831524, 37815870, 37797746, 37787347, 31239164, 28993566, 26173451, 25487412, 25323209, 23953369, 23216572, 21962275","10750682, 10748599, 10729740, 10694659, 10694213, 10620936, 10602853, 10580376, 10542011, 10544250, 10473604, 10344424, 10319011, 10304719, 10265935, 10593754, 10543502, 10407349, 10242235, 10187413"
,"10792240, 10781860, 10770396, 10721144, 10694288, 10693335, 10731046, 10724324, 10711435, 10694213, 10674744, 10674231, 10657439, 10594506, 10580657, 10577731, 10546413, 10542344, 10534014, 10527063"
"38188065, 38178260, 38065263, 38052229, 37995573, 37894314, 37884500, 37875976, 37873142, 37797746, 37776619, 37690027, 37627960, 37568640, 37489647, 37393618, 37370812, 37366241, 37300703, 37298680, 38258906, 38242497, 38203748, 38202199, 38202155, 38201318, 38200624, 38188071, 38188069, 38188068, 38188065, 38188064, 38187473, 38177086, 38170895, 38158940, 38158125, 38151490, 38142411, 38142126","9274501, 7781625"
"36323778, 34891113, 34684400, 31352539, 29754190, 25567038, 23755726","10800207, 10799530, 10797485, 10721521, 10701447, 10787474, 10688817, 10679431, 10608847, 10604148, 10604036, 10543831, 10516943, 10434115, 10324062, 10273058, 10221273, 10609581, 10606640, 10588136"
"38255320, 38255150, 38253109, 38246520, 38245781, 38243565, 38243324, 38242497, 38235606, 38233383, 38219386, 38203747, 38203712, 38194476, 38191834, 38181823, 38179052, 38173174, 38172977, 38168274, 37004103, 32674146, 32014035, 31450748, 30574621, 30414898, 30388432, 29290660, 30845290, 28079618, 21549650, 17466601, 15319625, 37004103, 38096956, 37909786, 37377226, 37335014, 37246133, 37052201, 36958817, 36821422, 36806917, 36735734, 36499731, 36280319, 36270678, 35563010, 35552410, 38046357, 35467645, 35408838, 35295115, 35292670","6900386, 6777611, 5944254, 7545776, 5501723, 4405523, 4040166, 7165910, 3631470, 3139620, 3262268, 2443064"
"38203747, 38172977, 38140314, 38113690, 38073022, 38068850, 38064817, 38024237, 38004628, 38004116, 37971273, 37968625, 37898344, 37865178, 37842919, 37836386, 37817517, 37815870, 37814601, 37793274","10797776, 10797616, 10794775, 10786404, 10786400, 10782069, 10778471, 10773723, 10771991, 10770137, 10758920, 10758383, 10751322, 10748288, 10745908, 10745069, 10741843, 10740985, 10740837, 10740560, 10797776, 10797616, 10794775, 10786400, 10780023, 10779485, 10778471, 10773723, 10770137, 10762855, 10745069, 10742050, 10741843, 10741487, 10740985, 10740837, 10731017, 10730519, 10729361, 10728825"
,
"38258020, 38244236, 38227799, 38219386, 38203747, 38203712, 38178260, 38177086, 38172977, 38168274, 38165179, 38163708, 38151490, 38145852, 38145785, 38140362, 38138026, 38133321, 38130639, 38128748","10746385, 10661380, 10658324, 10308314, 10299193, 10320500, 10294497, 10254455, 10230149, 10183407, 9967826, 10166268, 9877058, 9842223, 9368807, 9240405, 8773335, 8465605, 8461682, 8312369"
"38258020, 38248835, 38244236, 38227799, 38219386, 38203747, 38203712, 38178260, 38177086, 38172977, 38168274, 38165179, 38163708, 38154402, 38151490, 38141180, 38140362, 38137947, 38133321, 38128748","10792970, 10767221, 10766399, 10747579, 10746367, 10689850, 10795195, 10786880, 10778043, 10773049, 10772077, 10771564, 10766988, 10753178, 10747911, 10741039, 10739961, 10734085, 10732354, 10703639"
"38258906, 38255916, 38226896, 38219386, 38203747, 38203712, 38194476, 38191834, 38178260, 38172977, 38168274, 38165179, 38164789, 38163708, 38154276, 38151490, 38126747, 38124090, 38112525, 38098663, 37630561, 37367886, 35955473, 35140783, 34662575, 31726738, 30990326, 29033923, 27252786, 26907552, 25179909, 24053649, 18419142, 38165179, 38110547, 37998910, 37950021, 37932270, 37909786, 37873588, 37842912, 37805634, 37702510, 37546537, 37526424, 37512580, 37476672, 37358466, 37292900, 37273853, 37220071, 37216124, 37191444, 38203747, 38050911, 38019873, 37916431, 37885171, 37882738, 37873878, 37798913, 37793274, 37788400, 37646895, 37577378, 37549964, 37481231, 37451743, 37436905, 37379640, 37324319, 37314676, 37288995","10797449, 10795290, 10794728, 10794540, 10792970, 10790450, 10789500, 10788724, 10788036, 10781751, 10781630, 10776710, 10774275, 10772458, 10770036, 10767221, 10766399, 10764465, 10764432, 10761155"
"38258906, 38258020, 38257292, 38256499, 38255781, 38255764, 38254526, 38253407, 38250741, 38250717, 38246590, 38245781, 38243908, 38243324, 38243314, 38242419, 38242402, 38239921, 38239370, 38233485","10716368, 10695944, 10691071, 10784854, 10662443, 10602672, 10506954, 10495941, 10445337, 10390090, 10680608, 8606763, 10637330, 10522922, 10448237, 10380421, 10357745, 10348436, 10178864, 10014093"
"38258906, 38181823, 38177086, 38164789, 38052229, 38044504, 37933950, 37818653, 37780399, 37739064, 37580334, 37515676, 37508557, 37491256, 37487380, 37464092, 37344396, 37210613, 36992690, 36988432","10801642, 10800824, 10797317, 10794616, 10794555, 10793618, 10791883, 10784705, 10784627, 10783989, 10783859, 10780108, 10779235, 10779070, 10778817, 10778267, 10774138, 10774071, 10772581, 10770065"
"38248826, 38165179, 38145046, 38107848, 38096956, 38033588, 38025434, 38021365, 38016379, 38009836, 38008696, 38004817, 37998910, 37996842, 37946238, 37942478, 37935653, 37897434, 37874904, 37873588, 27239107, 22179208, 19897974, 38248835, 38168274, 38102104, 38094217, 38065263, 38033588, 38022505, 38019873, 37998910, 37949638, 37946238, 37940667, 37917397, 37901813, 37892541, 37891901, 37881499, 37873588, 37818653, 37814601","10585342, 10141110, 9769830, 9576023, 9097414, 9035740, 7884769, 7559199, 7652803, 5628658"
"38259389, 38258906, 38258020, 38255916, 38247868, 38246590, 38244236, 38241751, 38233198, 38227799, 38226896, 38219386, 38203843, 38203747, 38203712, 38196386, 38194476, 38191834, 38178260, 38177086, 38165179, 38124090, 38110547, 37998910, 37950021, 37932270, 37909786, 37873588, 37842912, 37805634, 37702510, 37526424, 37512580, 37476672, 37467722, 37358466, 37292900, 37273853, 37220071, 37216124","10785269, 10781698, 10767244, 10763180, 10735089, 10732497, 10716275, 10709860, 10707203, 10692654, 10689341, 10770122, 10758753, 10758053, 10744232, 10728211, 10726571, 10722970, 10659771, 10650826"
"34946037, 34946037","10758498, 10725466, 10697849, 10692378, 10755969, 10754816, 10679229, 10655013, 10641808, 10556505, 10516899, 10481967, 10452300, 10425809, 10394273, 10387783, 10380918, 10369930, 10333365, 10654622, 10799778, 10785555, 10773723, 10766425, 10760510, 10743953, 10734524, 10719430, 10709466, 10707790, 10703043, 10692395, 10691278, 10799907, 10794348, 10786626, 10779275, 10776083, 10758836, 10748389"
"38261068, 38259105, 38257996, 38257188, 38257139, 38256037, 38254911, 38254888, 38254195, 38254005, 38252939, 38252164, 38251877, 38249477, 38249475, 38249465, 38249463, 38249446, 38249346, 38248481, 37360114, 37076812, 36790695, 36744896, 37938227, 28119120, 27980100, 27966037, 26373611, 25880246","10800936, 10800599, 10799888, 10799232, 10797559, 10796375, 10794252, 10794112, 10792090, 10790651, 10787586, 10785256, 10781722, 10778087, 10777159, 10776395, 10775503, 10774440, 10774145, 10772578, 10803173, 10801873, 10800856, 10800477, 10800310, 10799888, 10799528, 10799232, 10798569, 10798254, 10797911, 10797890, 10797728, 10797559, 10797292, 10796707, 10796344, 10796312, 10796252, 10796149"
"34668583, 38245530, 38242867, 38117899, 38117802, 38114497, 38112398, 38111016, 38077331, 38074985, 38068925, 38064524, 38064511, 38061355, 38055613, 38039378, 38022644, 38017015, 37988468, 37982696, 37978415","10799603, 10798368, 10797874, 10795001, 10793141, 10792970, 10786909, 10783989, 10782338, 10781608, 10779122, 10779093, 10779007, 10778545, 10778391, 10778087, 10778000, 10777074, 10777036, 10776603, 10802857, 10802852, 10802049, 10802004, 10801606, 10801520, 10801502, 10801274, 10801028, 10801024, 10800986, 10800978, 10800726, 10800294, 10800077, 10799910, 10799603, 10799315, 10798769, 10798368, 10800294, 10799955, 10799910, 10799315, 10798086, 10797758, 10796654, 10794941, 10794017, 10793799, 10793745, 10793675, 10793622, 10792696, 10792208, 10792143, 10792021, 10789637, 10788065, 10786962"
"38175383, 38114291, 38041397, 37972932, 37886914, 37740071, 37676090, 37583589, 37583001, 37552455, 37349623, 37337182, 37306115, 37252460, 36867734, 36855066, 36819801, 36778374, 36660070, 36602895, 37158258, 36802727, 36648863, 36313707, 36188672, 36018754, 33930428, 33853662, 33790358, 33628843, 33396408, 33374459, 32749190, 32471474, 31448663, 31225875, 30498128, 30360743, 30178243, 30155989","10800828, 10796629, 10788799, 10787393, 10787373, 10786005, 10784587, 10784140, 10783149, 10775455, 10773442, 10773171, 10772566, 10771517, 10765897, 10765317, 10761100, 10759609, 10758489, 10749098, 10798966, 10796567, 10794016, 10793954, 10793618, 10789802, 10789457, 10789383, 10788227, 10786347, 10786005, 10785350, 10784140, 10773171, 10769325, 10768068, 10767240, 10765897, 10758102, 10747285"
"38256252, 38245564, 38245554, 38227962, 38227097, 38214657, 38194971, 38192436, 38190716, 38189541, 38184566, 38182885, 38180447, 38177086, 38172689, 38168770, 38164977, 38156313, 38151490, 38134100, 38260869, 38259378, 38257139, 38255955, 38255878, 38255265, 38254507, 38253027, 38248846, 38247810, 38247134, 38246355, 38245675, 38243562, 38239028, 38236100, 38233485, 38229879, 38229003, 38227539","10797776, 10797485, 10797108, 10796067, 10795258, 10794557, 10792973, 10791622, 10785434, 10782949, 10782069, 10769881, 10769273, 10768369, 10767988, 10765411, 10763512, 10762816, 10760143, 10750282, 10801633, 10787224, 10781639, 10778210, 10760783, 10754290, 10744751, 10743462, 10733316, 10732067, 10721521, 10719622, 10711065, 10707117, 10706983, 10706248, 10703908, 10696404, 10800721, 10795189, 10800207, 10797776, 10795779, 10794557, 10792990, 10791622, 10791042, 10790702, 10790697, 10790209, 10786400, 10785382, 10780804, 10779276, 10779007, 10778851, 10778228, 10778179, 10777970, 10776420"
"38250717, 38242402, 38219582, 38214802, 38184514, 38181529, 38171057, 38170149, 38167344, 38164749, 38156770, 38137870, 38136271, 38135203, 38134862, 38131223, 38101222, 38100033, 38072293, 38070244, 38234968, 37935566, 37451424, 37154878, 37055935, 36672126, 35685361, 35661061, 35032045, 34946543, 34638579, 34582963, 34305609, 34166773, 33631669, 33557398, 33447049, 33138314, 32719312, 32581782","10802228, 10800298, 10799374, 10797776, 10797108, 10796020, 10794398, 10794237, 10793283, 10792792, 10792067, 10790209, 10786669, 10786652, 10783085, 10782949, 10779485, 10778767, 10778288, 10777597, 10802228, 10800778, 10799925, 10799778, 10797776, 10797485, 10797108, 10796459, 10790817, 10787693, 10785819, 10783111, 10783031, 10783003, 10783000, 10782988, 10782986, 10782949, 10781630, 10780608"
