PMC_IDs_TP,PMC_IDs_FP,PMC_IDs_R
"10801111, 10800578, 10800310, 10800207, 10799834, 10799607, 10798370, 10797776, 10797657, 10796730, 10796567, 10795779, 10794815, 10794781, 10794557, 10794526, 10794235, 10793097, 10791926, 10788454, 10801111, 10800310, 10800207, 10799925, 10798865, 10797776, 10797570, 10796631, 10795742, 10795475, 10794815, 10794624, 10794557, 10794555, 10794235, 10793679, 10790632, 10786686, 10785269, 10780763, 10783791, 10772641, 10769428, 10758001, 10757213, 10722742, 10700720, 10778721, 10761908, 10740793, 9994512, 10693715, 10683179, 10668026, 10662325, 10636175, 10626463, 10615769, 10574116, 10497413, 10708094, 10673612, 10294761, 10454503, 10436497, 10059722, 9995988, 10117117, 9820724, 9493362, 9048412, 8773335, 8777792, 8607755, 8465708, 8431144, 8421528, 8162569, 8147483, 8032791, 10597704, 10221771, 9965155, 9629502, 9821173, 9309365, 8635272, 8468683, 8198195, 8147483, 7038607, 6355528, 6546335, 6036138, 5156508, 4877380, 4316758, 4112894, 3811233, 3688706, 10778654, 10766654, 10756490, 10742859, 10724573, 10716308, 10715246, 10708094, 10800223, 10767518, 10761908, 10750769, 10731797, 10730202, 10727943, 10669621, 10663262, 10658534, 10656483, 10645063, 10770587, 10767459, 10741066, 10746045, 10626506, 10574807, 10526165, 10490001, 10472308, 10469693, 10448034, 10437046, 10421492, 10406561, 10380941, 10374224, 10359331, 10332195, 10323664, 10664581, 10801111, 10800310, 10800207, 10798865, 10797776, 10797570, 10796631, 10795475, 10794815, 10794624, 10794557, 10794555, 10793679, 10790632, 10786686, 10785269, 10780763, 10780092, 10779093, 10778919, 10803162, 10802180, 10802017, 10801734, 10801633, 10801599, 10801200, 10801111, 10800663, 10800605, 10800578, 10800513, 10800310, 10800207, 10800178, 10799902, 10799834, 10799778, 10799621, 10799607","10803162, 10803024, 10802976, 10802975, 10802969, 10802967, 10802950, 10802846, 10802845, 10802811, 10802798, 10802797, 10802274, 10802212, 10802205, 10802180, 10802175, 10802141, 10802129, 10802122, 10803024, 10802952, 10802929, 10802919, 10802895, 10802849, 10802811, 10802780, 10802731, 10802668, 10802508, 10802500, 10802433, 10802332, 10802309, 10802160, 10802110, 10802069, 10801992, 10801990, 10803162, 10803100, 10803071, 10802976, 10802969, 10802950, 10802891, 10802846, 10802835, 10802827, 10802810, 10802437, 10802219, 10802212, 10802205, 10802180, 10802154, 10802151, 10802110, 10802107, 10803185, 10803172, 10803171, 10803158, 10803123, 10803053, 10803042, 10803035, 10803032, 10803027, 10803024, 10802982, 10802976, 10802969, 10802967, 10802952, 10802950, 10802929, 10802918, 10802916, 10803185, 10803172, 10803171, 10803158, 10803123, 10803053, 10803042, 10803035, 10803032, 10803027, 10803024, 10802982, 10802976, 10802969, 10802967, 10802952, 10802950, 10802929, 10802918, 10802916, 10803185, 10803172, 10803158, 10803123, 10803053, 10803042, 10803035, 10803032, 10803027, 10802982, 10802976, 10802967, 10802952, 10802950, 10802918, 10802916, 10802901, 10802861, 10802831, 10802827","10803162, 10802846, 10802810, 10802180, 10802110, 10802107, 10802069, 10802055, 10802017, 10801994, 10801734, 10801714, 10801670, 10801662, 10801647, 10801633, 10801616, 10801599, 10801584, 10801520, 10803024, 10802895, 10802811, 10802780, 10802668, 10802508, 10802110, 10802069, 10801538, 10801496, 10801330, 10801267, 10801111, 10800852, 10800816, 10800716, 10800703, 10800673, 10800613, 10800539, 10803162, 10803024, 10802846, 10802811, 10802798, 10802180, 10802175, 10802122, 10802103, 10802069, 10802055, 10801994, 10801855, 10801737, 10801734, 10801714, 10801670, 10801633, 10801616, 10801599, 10762115, 10767065, 10676679, 10657653, 10654752, 10648977, 10636081, 10575024, 10538110, 10455691, 10455317, 10420968, 10365223, 10377384, 10343771, 10674586, 10665598, 10304962, 10296751, 10222536, 10793552, 10777926, 10762115, 10745348, 10761721, 10676679, 10657653, 10648977, 10636081, 10609384, 10608073, 10575024, 10455317, 10420968, 10381642, 10674586, 10665598, 10638124, 10636862, 10629719, 10803024, 10802952, 10802929, 10802919, 10802895, 10802849, 10802811, 10802780, 10802731, 10802668, 10802508, 10802500, 10802433, 10802332, 10802309, 10802160, 10802110, 10802069, 10801992, 10801990"
"10799925, 10795779, 10794557, 10790211, 10773633, 10771839, 10770264, 10761154, 10760143, 10744055, 10714804, 10704666, 10692378, 10800223, 10793094, 10791167, 10787791, 10781727, 10778672, 10773664, 10800310, 10800300, 10797776, 10797652, 10795779, 10794815, 10794624, 10794557, 10794555, 10794235, 10791998, 10790632, 10790211, 10785269, 10785090, 10785015, 10780634, 10780434, 10780092, 10779093, 10801516, 10801111, 10800300, 10800207, 10800091, 10799834, 10798865, 10797776, 10797652, 10796730, 10796631, 10796567, 10796354, 10795779, 10795475, 10794815, 10794557, 10794555, 10794235, 10793679","8623147, 10801350, 10800401, 10800230, 10799563, 10795375, 10794815, 10794235, 10793102, 10790789, 10787309, 10781698, 10781493, 10780214, 10780092, 10779964, 10779148, 10778587, 10773713, 10772586, 10767459, 10800401, 10799834, 10799563, 10798370, 10796631, 10796311, 10794815, 10794781, 10794235, 10793102, 10793097, 10791926, 10790789, 10785191, 10784227, 10784143, 10781698, 10781493, 10781068, 10780813","10802228, 10801462, 10800726, 10799955, 10799925, 10798712, 10797797, 10797485, 10797108, 10795779, 10795361, 10794784, 10794668, 10794557, 10793274, 10793247, 10793199, 10791622, 10791072, 10790707, 10803162, 10802683, 10802103, 10801670, 10801604, 10801599, 10801555, 10801243, 10801218, 10800980, 10800854, 10800824, 10800802, 10800726, 10800509, 10800390, 10800374, 10800310, 10800300, 10799955, 10803162, 10802810, 10802109, 10802103, 10802069, 10801996, 10801988, 10801856, 10801732, 10801670, 10801599, 10801555, 10801516, 10801499, 10801329, 10801245, 10801200, 10801111, 10801052, 10801044"
"10730217, 10716256, 10800420, 10779236, 10778838, 10778222, 10777064, 10769215, 10742272, 10741039, 10740531, 10688791, 10679229, 10669616, 10545787, 10486300, 10485265, 10476577, 10435467, 10377354, 9708443, 9063679, 7705438, 8211394, 6876493, 6778823, 6430903, 6777611, 5787188, 5508335, 10716368, 8539934, 7463038, 10779938, 10757477, 10725739, 10723093, 10708184, 10706629, 10780391, 10779792, 10762022, 10731872, 10683508, 10679229, 10663262, 10618321, 10616093, 10602912, 10580657, 10541879, 10456773, 10439400, 10493557, 10406440, 10298078, 10273058, 10606836, 10311582, 10302286, 10301429, 10049314, 9920414, 9965155, 9909292, 9881416, 9697819, 9708346, 9572914, 9559486, 9536736, 9508608, 9414019, 10800091, 10708184, 10791971, 10780736, 10780391, 10764195, 10763920, 10762022, 10742272, 10741094, 10710489, 10693577, 10663262, 10652397, 10633958, 10620747, 10611514, 10594787, 10594506, 10541879, 10779093, 10758001, 10721521, 10720437, 10800420, 10792991, 10780391, 10763270, 10763102, 10758051, 10747691, 10702737, 10687997, 10680479, 10674712, 10662072, 10658571, 10624751, 10623793, 10604939, 10797776, 10794526, 10780634, 10779093, 10778919, 10778076, 10772641, 10771839, 10770587, 10770137, 10766776, 10766395, 10763643, 10758498, 10757607, 10746067, 10746064, 10745996, 10745369, 10745050","10802969, 10801686, 10800978, 10799508, 10799464, 10798956, 10797740, 10796611, 10794287, 10793244, 10792561, 10791799, 10788855, 10786383, 10785765, 10785760, 10785350, 10783249, 10782853, 10781871, 10695944, 10691071, 10784854, 10662443, 10626857, 10615587, 10604738, 10602672, 10506954, 10495941, 10445337, 10401347, 10390090, 10680608, 8606763, 10647312, 10637330, 10250668, 10621930, 10522922, 10799291, 10796935, 10783609, 10781801, 10779635, 10776924, 10772277, 10770843, 10766665, 10764949, 10761203, 10761001, 10755494, 10753887, 10744436, 10743789, 10742872, 10740584, 10728286, 10726653, 10802082, 10801240, 10800659, 10800249, 10800039, 10799884, 10799534, 10799476, 10798100, 10798041, 10797658, 10797541, 10796569, 10795777, 10795489, 10794964, 10794935, 10794456, 10793675, 10793624, 10802810, 10802208, 10801599, 10801309, 10801240, 10801166, 10801164, 10801062, 10800824, 10800736, 10800376, 10800356, 10800140, 10799625, 10799384, 10799361, 10798984, 10798961, 10798818, 10798775, 10803090, 10803087, 10803080, 10803066, 10803017, 10802945, 10802873, 10802553, 10802180, 10802127, 10802069, 10802051, 10801946, 10801916, 10801895, 10801610, 10801527, 10801498, 10801440, 10801399","10800978, 10799464, 10792561, 10791799, 10780653, 10776417, 10776247, 10773798, 10771556, 10767340, 10762314, 10750198, 10754872, 10750376, 10747445, 10746120, 10742821, 10741032, 10739763, 10730217, 10781801, 10766665, 10744436, 10740584, 10716368, 10691071, 10797794, 10784854, 10760261, 10753776, 10719950, 10688820, 10676626, 10675151, 10674963, 10626857, 10623843, 10615587, 10601945, 10599646, 10800916, 10800874, 10800374, 10800207, 10799778, 10799510, 10799483, 10798251, 10797939, 10797901, 10797616, 10797485, 10797006, 10795375, 10794975, 10794945, 10794775, 10794351, 10793619, 10791968, 10803071, 10801906, 10800916, 10800866, 10800572, 10800374, 10800344, 10800207, 10799778, 10799510, 10799384, 10799347, 10798900, 10798426, 10798251, 10797616, 10797554, 10797532, 10797006, 10796197, 10802082, 10799476, 10798041, 10794935, 10793624, 10793197, 10791263, 10790589, 10785325, 10782702, 10780344, 10779938, 10779858, 10779381, 10778115, 10777914, 10777605, 10771556, 10770855, 10770020, 10801906, 10800916, 10800374, 10800207, 10799778, 10799510, 10798900, 10798251, 10797939, 10797616, 10797554, 10797485, 10797006, 10796427, 10796188, 10795192, 10794975, 10794945, 10794775, 10794553, 10802969, 10801996, 10800934, 10800091, 10799464, 10794237, 10788855, 10785760, 10782693, 10780653, 10780320, 10779258, 10779254, 10778640, 10776322, 10776247, 10773798, 10762314, 10758576, 10758184, 10803090, 10803087, 10803080, 10803066, 10803017, 10802945, 10802917, 10802901, 10802873, 10802746, 10802180, 10801952, 10801946, 10801895, 10801852, 10801734, 10801691, 10801498, 10801455, 10801377"
"10800578, 10799834, 10797776, 10794235, 10782214, 10780634, 10780434, 10779093, 10778640, 10772641, 10771111, 10768268, 10766654, 10766425, 10763382, 10753798, 10745369, 10744591, 10744307, 10743570, 10784143, 10778640, 10721521, 10703168, 10787879, 10767518, 10754816, 10752947, 10726634, 10712199, 10694275, 10688800, 10685249, 10683508, 10679229, 10671771, 10651900, 10626005, 10581039, 10573814, 10778640, 10731290, 10721521, 10707203, 10703887, 10792991, 10767518, 10758101, 10741078, 10734691, 10692205, 10688800, 10688791, 10679229, 10636641, 10626005, 10619153, 10607139, 10599643, 10584985, 10721521, 10787879, 10767518, 10754816, 10752947, 10694275, 10688800, 10688791, 10683508, 10679229, 10671771, 10651900, 10642255, 10588787, 10581039, 10573814, 10526165, 10499599, 10435467, 10433767, 10800207, 10626005, 10581039, 10492581, 10320374, 10215163, 10577123, 10537710, 10490865, 10488995, 10069620, 10056535, 9920731, 10097931, 10095194, 10080676, 10076029, 10005901, 9917337, 9855960, 10785269, 10780757, 10780634, 10780463, 10780434, 10773886, 10766654, 10763846, 10763382, 10745951, 10745369, 10740837, 10734970, 10734470, 10725973, 10724633, 10721521, 10641632, 10705213, 10701328, 10801633, 10801044, 10799847, 10794775, 10791663, 10784143, 10782710, 10782555, 10782058, 10781618, 10780698, 10780320, 10779569, 10779284, 10778640, 10776610, 10775380, 10773723, 10772480, 10766781, 10801633, 10801044, 10784143, 10782710, 10782555, 10782058, 10781618, 10780698, 10780320, 10779569, 10779284, 10776610, 10776322, 10773723, 10773338, 10772480, 10770624, 10764474, 10758184, 10757665, 10801599, 10801252, 10800916, 10800850, 10800185, 10799838, 10799384, 10798699, 10798593, 10798428, 10798375, 10798251, 10797988, 10797201, 10797148, 10796197, 10795918, 10795375, 10795055, 10794975, 10423824, 10355325, 10273058, 10248800, 10216541, 10455619, 10420791, 10384393, 10348483, 10341908, 10341288, 10244655, 10230107, 10222262, 10219598, 10185446, 10173096, 10152985, 10144239, 10135089","10266963, 9254412, 5102116, 10802798, 10802284, 10802129, 10802055, 10801996, 10801988, 10801371, 10801329, 10801195, 10801086, 10800995, 10800944, 10800916, 10800824, 10800814, 10800767, 10800740, 10800663, 10800607, 10800477, 10784143, 10763916, 10725370, 10714331, 10703495, 10693781, 10651900, 10594463, 10439247, 7614763, 10298447, 10484721, 10439125, 10333543, 10219299, 9918796, 9902918, 10072146, 10006530, 9884646, 10802284, 10802129, 10802055, 10801371, 10801329, 10801195, 10801086, 10800995, 10800944, 10800824, 10800814, 10800740, 10800663, 10800607, 10800477, 10800423, 10800306, 10800284, 10800240, 10799847","10801633, 10799847, 10794775, 10791921, 10791819, 10790099, 10782710, 10781618, 10779569, 10778161, 10777979, 10776417, 10776015, 10773883, 10773723, 10773587, 10773338, 10773219, 10772696, 10772081, 10801996, 10801329, 10800916, 10800824, 10800663, 10799847, 10799778, 10798037, 10797890, 10797616, 10797485, 10797449, 10797148, 10796697, 10796401, 10796215, 10794975, 10794206, 10793200, 10793151, 10801599, 10800916, 10800185, 10799884, 10798251, 10797485, 10797148, 10796697, 10794975, 10794351, 10794284, 10792510, 10789628, 10788130, 10787986, 10787636, 10786817, 10785779, 10785767, 10782790, 10802055, 10801633, 10801044, 10800306, 10799847, 10799428, 10794775, 10792915, 10792174, 10791921, 10791819, 10791663, 10790328, 10788781, 10787103, 10786838, 10785926, 10784143, 10782788, 10782710, 10801044, 10794775, 10788336, 10782710, 10782555, 10782058, 10780698, 10780320, 10779569, 10778640, 10778594, 10776610, 10776322, 10775380, 10775146, 10773723, 10773338, 10772480, 10767945, 10764474, 10802798, 10801996, 10801988, 10800916, 10800767, 10799807, 10799778, 10799039, 10798037, 10797890, 10797684, 10797616, 10797485, 10797449, 10797148, 10796949, 10796478, 10796188, 10796116, 10794975"
"10800207, 10800196, 10799834, 10798911, 10798365, 10796730, 10794557, 10792149, 10791998, 10790211, 10785688, 10783791, 10780634, 10780434, 10779093, 10772641, 10767459, 10766654, 10764504, 10763643, 10801516, 10801111, 10800578, 10800300, 10800207, 10800157, 10798365, 10797776, 10797657, 10796650, 10796567, 10795779, 10795475, 10794557, 10794555, 10794526, 10794235, 10793679, 10792149, 10791998, 10801516, 10800207, 10800157, 10799834, 10798911, 10798365, 10797657, 10796650, 10796354, 10794557, 10794526, 10794235, 10793686, 10791998, 10789024, 10785688, 10782630, 10782214, 10780634, 10780463, 10763354, 10756522, 10740837, 10700720, 10694575, 10762271, 10761908, 10750769, 10749315, 10710744, 10706401, 10688800, 10671191, 10650475, 10628233, 10622781, 10595025, 10607853, 10545882, 10523161, 10744591, 10740837, 10704735, 10545882, 10535911, 10491916, 10342291, 10324434, 10319900, 10636580, 10625986, 10622806, 10585811, 10468370, 10310354, 10303833, 10230949, 10203271, 10152985, 10079265, 10753798, 10742859, 10740837, 10730149, 10727350, 10719430, 10709986, 10707203, 10706953, 10703311, 10688821, 10796267, 10781727, 10758035, 10730168, 10704735, 10687997, 10680479, 10637045, 10622781, 10802810, 10802798, 10802683, 10802103, 10802069, 10801906, 10801670, 10801662, 10801660, 10801516, 10801499, 10801329, 10801200, 10801111, 10801034, 10801022, 10800938, 10800916, 10800910, 10800824","10802979, 10802914, 10802798, 10802577, 10802562, 10802368, 10802347, 10802316, 10802187, 10802173, 10802122, 10802089, 10801962, 10801906, 10801810, 10801740, 10801737, 10801670, 10801620, 10801569, 10803162, 10803130, 10803032, 10802947, 10802895, 10802877, 10802873, 10802856, 10802828, 10802798, 10802724, 10802683, 10802668, 10802577, 10802562, 10802539, 10802431, 10802368, 10802316, 10802225, 10802347, 10802316, 10801633, 10801237, 10801050, 10800986, 10800374, 10799935, 10797516, 10797230, 10797150, 10797022, 10796786, 10796662, 10796513, 10796301, 10795477, 10795164, 10794237, 10793952, 10802798, 10802577, 10802562, 10802122, 10801670, 10801050, 10800986, 10800944, 10800934, 10800916, 10800607, 10800556, 10800550, 10800548, 10800374, 10799949, 10799935, 10799515, 10799418, 10799367, 10800374, 10799935, 10797516, 10794237, 10792763, 10785447, 10783619, 10779569, 10778299, 10776710, 10776322, 10775587, 10774340, 10773723, 10771110, 10770762, 10770624, 10767275, 10762848, 10750282","10802798, 10802562, 10802368, 10802187, 10802122, 10801906, 10801737, 10801670, 10801569, 10801520, 10801335, 10801237, 10801166, 10801094, 10801062, 10801050, 10800986, 10800944, 10800934, 10800916, 10802926, 10802798, 10802683, 10802228, 10802069, 10801996, 10801906, 10801670, 10801662, 10801660, 10801516, 10801499, 10801385, 10801377, 10801329, 10801281, 10801247, 10801200, 10801111, 10801034, 10803162, 10802798, 10802683, 10802103, 10802069, 10801906, 10801856, 10801737, 10801670, 10801599, 10801516, 10801499, 10801329, 10801263, 10801245, 10801048, 10801034, 10801022, 10800938, 10800916, 10796301, 10790356, 10788071, 10778801, 10775517, 10775368, 10774691, 10770995, 10768108, 10754952, 10754580, 10753075, 10743406, 10742070, 10740141, 10730858, 10727379, 10723467, 10717558, 10717498, 10800374, 10799935, 10797516, 10794237, 10792763, 10785447, 10783619, 10779569, 10778299, 10776710, 10776322, 10775587, 10774340, 10773723, 10771110, 10770762, 10770624, 10767275, 10763354, 10762848"
"10800578, 10800207, 10800157, 10800091, 10799925, 10798365, 10797652, 10794815, 10794555, 10790632, 10789030, 10786686, 10786629, 10780757, 10780092, 10779093, 10778919, 10778484, 10778076, 10777040, 10801516, 10801111, 10800578, 10800310, 10800300, 10800207, 10800196, 10800157, 10800091, 10800089, 10799925, 10799834, 10798911, 10798865, 10798862, 10798365, 10797657, 10797652, 10796980, 10796730, 10800300, 10800207, 10799834, 10797776, 10797657, 10796631, 10795779, 10795475, 10794624, 10793686, 10791998, 10791026, 10786686, 10786629, 10785015, 10783791, 10780757, 10780463, 10779093, 10778902, 10801516, 10801111, 10800578, 10800310, 10800300, 10800207, 10800157, 10800091, 10799925, 10798911, 10798865, 10798862, 10798365, 10797776, 10797657, 10797652, 10796980, 10796730, 10796650, 10796567","10803179, 10803162, 10803097, 10803068, 10803046, 10803018, 10802956, 10802920, 10802918, 10802916, 10802857, 10802828, 10802827, 10802806, 10802675, 10802668, 10802576, 10802557, 10802511, 10802502, 10803162, 10802969, 10802926, 10802810, 10802798, 10802683, 10802576, 10802471, 10802374, 10802234, 10802228, 10802158, 10802109, 10802103, 10802069, 10802051, 10801996, 10801988, 10801906, 10801873","10757784, 10264797, 10143858, 9936197, 10037386, 10029207, 9917299, 9877938, 9683844, 9551254, 9281086, 9181368, 9168121, 8934464, 8911148, 8891534, 8813210, 8868303, 8645122, 8593526, 9168447, 8140144, 7071200, 3393106, 3342610, 1900579, 10802180, 10801990, 10801732, 10801388, 10800980, 10800944, 10800548, 10800501, 10800390, 10800349, 10800207, 10799726, 10799412, 10799355, 10799046, 10799026, 10798732, 10798641, 10798627, 10798561, 10801996, 10801814, 10801732, 10801417, 10800980, 10800854, 10800840, 10800207, 10800160, 10800157, 10799884, 10799778, 10793722, 10799726, 10799597, 10799447, 10799412, 10799404, 10799056, 10798976"
"10801516, 10801111, 10800091, 10797776, 10796980, 10796354, 10795475, 10794815, 10794557, 10794555, 10790632, 10789030, 10785930, 10785269, 10785090, 10780906, 10780634, 10780463, 10780092, 10779093, 10800207, 10770501, 10753798, 10725171, 10720437, 10800223, 10763102, 10761908, 10707896, 10705671, 10645889, 10626506, 10622742, 10595025, 10594506, 10580657, 10571700, 10563500, 10526757, 10487966, 10767319, 10745617, 10730201, 10724268, 10714804, 10699683, 10732064, 10707896, 10688830, 10628916, 10538221, 10535955, 10539709, 10443962, 10313905, 10636580, 10635149, 10304194, 10272687, 10268441, 10800207, 10798865, 10797776, 10796567, 10795779, 10795475, 10794555, 10791998, 10790632, 10790211, 10789030, 10785269, 10785090, 10780634, 10780463, 10780092, 10779938, 10779093, 10778654, 10778579","10803173, 10803104, 10803099, 10803036, 10803031, 10803015, 10802967, 10802857, 10802843, 10802841, 10802830, 10802798, 10802755, 10802749, 10802717, 10802504, 10802203, 10802180, 10802178, 10802164, 10802967, 10802918, 10802507, 10801584, 10801221, 10800726, 10800633, 10800370, 10800180, 10800116, 10800079, 10800063, 10799843, 10799603, 10799500, 10799458, 10799453, 10799433, 10798901, 10798697, 10802967, 10802918, 10802507, 10801584, 10801221, 10800633, 10800370, 10800230, 10800180, 10800116, 10800079, 10800063, 10799843, 10799603, 10799500, 10799458, 10799453, 10799433, 10798901, 10798697, 10803173, 10803070, 10803036, 10802967, 10802918, 10802857, 10802846, 10802843, 10802810, 10802683, 10802419, 10802272, 10802224, 10802212, 10802208, 10802180, 10802178, 10802164, 10802158, 10802141, 10801024, 10800874, 10800832, 10797584, 10796330, 10794618, 10793325, 10792169, 10790564, 10788541, 10787898, 10785353, 10784591, 10783499, 10783023, 10782632, 10781672, 10780255, 10778657, 10778541","10803015, 10802857, 10802843, 10802798, 10802203, 10802180, 10802135, 10802103, 10802017, 10801732, 10801538, 10801516, 10801486, 10801458, 10801335, 10801329, 10801267, 10801156, 10801111, 10801050, 10800230, 10800207, 10770501, 10753798, 10725171, 10720437, 10703880, 10693387, 10800223, 10763102, 10761908, 10758021, 10747030, 10707896, 10705671, 10649871, 10645889, 10641808, 10632518, 10626506, 10800874, 10797485, 10783074, 10783023, 10776634, 10767319, 10766692, 10766182, 10765883, 10764738, 10761393, 10758439, 10758378, 10747268, 10747124, 10745617, 10745608, 10745426, 10743099, 10732612, 10803173, 10803162, 10803104, 10802857, 10802852, 10802683, 10802546, 10802180, 10802158, 10802135, 10802004, 10801856, 10801734, 10801662, 10801660, 10801635, 10801633, 10801599, 10801589, 10801555, 10797485, 10797108, 10790752, 10783074, 10778794, 10778179, 10776634, 10767319, 10766692, 10764738, 10758439, 10747268, 10746704, 10745617, 10745009, 10743462, 10743099, 10732612, 10731853, 10730444, 10801024, 10797108, 10794618, 10790752, 10784591, 10783074, 10778794, 10778657, 10778179, 10777836, 10776634, 10767609, 10766692, 10761965, 10756391, 10747268, 10746704, 10745944, 10745617, 10743520"
"10801516, 10800207, 10800196, 10799834, 10796980, 10796730, 10795779, 10794555, 10794235, 10790211, 10785090, 10780906, 10780463, 10779093, 10777040, 10771839, 10768394, 10767459, 10766654, 10766350, 7519026, 7145827, 7127058, 10800207, 10796567, 10795779, 10794557, 10780463, 10780092, 10779093, 10778654, 10772641, 10771111, 10770169, 10766654, 10765009, 10761161, 10761154, 10761021, 10760167, 10759424, 10758498, 10756490, 10802810, 10802798, 10802683, 10802158, 10802103, 10801732, 10801516, 10801496, 10801329, 10801243, 10800980, 10800970, 10800960, 10800934, 10800892, 10800824, 10800775, 10800726, 10800505, 10800390, 10801516, 10800207, 10800091, 10796730, 10794555, 10792149, 10779093, 10778654, 10777040, 10768398, 10767372, 10761154, 10759599, 10758498, 10756490, 10755504, 10745176, 10744055, 10742859, 10740941","10803162, 10802979, 10802967, 10802918, 10802891, 10802857, 10802810, 10802793, 10802404, 10802164, 10802151, 10802150, 10802047, 10801936, 10801845, 10801837, 10801734, 10801637, 10801584, 10801544, 8881532, 8569576, 7519026, 7145827, 3438615, 7127058, 8881532, 8569576, 3438615, 10803173, 10803170, 10803169, 10803167, 10803162, 10803137, 10803104, 10803099, 10803070, 10803052, 10803046, 10803036, 10803031, 10803016, 10802967, 10802945, 10802930, 10802918, 10802916, 10802914, 10803173, 10803046, 10803031, 10802878, 10802857, 10802852, 10802846, 10802843, 10802841, 10802683, 10802256, 10802224, 10802208, 10802178, 10802158, 10802135, 10802021, 10802017, 10801946, 10801940","10802852, 10801516, 10799847, 10799433, 10797287, 10796827, 10796047, 10795849, 10794567, 10792492, 10791779, 10790434, 10789053, 10788728, 10787430, 10787224, 10786909, 10786836, 10784745, 10783839, 10803162, 10802857, 10802810, 10801734, 10801633, 10801520, 10801516, 10801337, 10801125, 10801062, 10801026, 10801024, 10800995, 10800986, 10800968, 10800956, 10800934, 10800880, 10800828, 10800782, 10802683, 10801734, 10801633, 10801615, 10801599, 10801527, 10801350, 10800968, 10800824, 10800663, 10800556, 10800459, 10800451, 10800374, 10800370, 10800337, 10800207, 10799583, 10799355, 10798867, 10803173, 10803162, 10803104, 10802857, 10802852, 10802683, 10802546, 10802180, 10802158, 10802135, 10802004, 10801856, 10801734, 10801662, 10801660, 10801635, 10801633, 10801599, 10801589, 10801555, 10803173, 10802857, 10802852, 10802683, 10802158, 10802135, 10802017, 10801635, 10801451, 10801343, 10801144, 10801138, 10801111, 10801084, 10800968, 10800962, 10800932, 10800824, 10800556, 10800465, 10802852, 10802843, 10802208, 10802135, 10802017, 10801520, 10801516, 10800968, 10800908, 10800824, 10800782, 10800661, 10800505, 10800370, 10800307, 10800207, 10800116, 10800097, 10800091, 10800063"
"10793679, 10790632, 10778579, 10774140, 10742859, 10730201, 10715588, 10710162, 10706695, 10701916, 10688821, 10795709, 10778672, 10761908, 10757071, 10741039, 10731797, 10730173, 10729308, 9994512, 10793679, 10790632, 10778579, 10774140, 10757477, 10742859, 10730201, 10715588, 10710162, 10706695, 10701916, 10688821, 10795709, 10791498, 10778672, 10761908, 10757071, 10741039, 10731797, 10730173","10799955, 10798734, 10797792, 10794017, 10794014, 10794011, 10793199, 10792363, 10790697, 10786962, 10785768, 10785036, 10783939, 10780254, 10779100, 10779022, 10779007, 10778571, 10778542, 10777921, 10803031, 10799955, 10798734, 10797792, 10796256, 10794017, 10794014, 10794011, 10793617, 10793199, 10792363, 10790697, 10786962, 10786444, 10785768, 10785036, 10783939, 10783323, 10781542, 10781125, 10803031, 10798734, 10796256, 10794017, 10794014, 10794011, 10793617, 10792363, 10786444, 10785768, 10785036, 10783939, 10783323, 10781542, 10781125, 10780121, 10779100, 10778571, 10778542, 10778178","10799955, 10797792, 10793679, 10793199, 10790697, 10790632, 10786962, 10785768, 10783939, 10780254, 10779100, 10779022, 10779007, 10778579, 10778571, 10778542, 10777921, 10776877, 10775745, 10775321, 10799955, 10794017, 10794011, 10793679, 10793199, 10792363, 10790697, 10790632, 10786962, 10785768, 10783939, 10780254, 10779100, 10779007, 10778579, 10778542, 10777921, 10776877, 10775745, 10775321, 10799955, 10794017, 10794011, 10793679, 10793199, 10792363, 10790697, 10790632, 10786962, 10786444, 10785768, 10783939, 10783323, 10781542, 10780254, 10780121, 10779100, 10779007, 10778579, 10778542"
,,
